timestamp,actor,action,target_type,target_id,ip_address
2025-07-11 05:56:57,omar,LOGIN,merchant,C004189,116.72.158.176
2025-07-10 13:44:56,ops_2,LOGIN,api_key,M00046,75.76.30.126
2025-06-28 13:41:05,ops_1,VIEW_PII,txn,PXXXXXXX,211.169.19.131
2025-06-05 19:31:49,omar,LOGIN,merchant,T0001993,128.210.187.149
2025-05-22 07:45:48,omar,VIEW_PII,chargeback,C001069,206.76.50.46
2025-08-06 03:12:11,finance_1,EXPORT_CSV,customer,C006146,154.11.116.124
2025-08-11 10:34:58,finance_1,ISSUE_REFUND,payout,T0003609,40.156.177.181
2025-07-27 05:37:20,zaid,VIEW_TXN,merchant,C001163,35.238.176.199
2025-08-07 13:07:34,finance_1,VIEW_TXN,user,T0006506,104.219.226.202
2025-07-06 19:22:10,zaid,VIEW_PII,payout,CB000034,113.195.181.233
2025-05-27 07:38:01,ops_1,SUBMIT_REPRESENTMENT,payout,M00089,226.41.102.146
2025-07-16 17:47:29,finance_1,UPDATE_MERCHANT,txn,T0006610,231.2.177.126
2025-07-19 21:05:13,zaid,VIEW_TXN,user,CB000015,92.154.34.198
2025-06-06 17:10:20,ops_2,ISSUE_REFUND,payout,M00102,58.127.45.56
2025-08-14 08:22:30,ops_1,CREATE_PAYOUT,user,C001843,146.70.202.132
2025-05-03 05:13:19,ops_2,LOGIN,payout,CB000046,170.26.84.182
2025-06-03 01:05:20,omar,VIEW_TXN,api_key,PXXXXXXX,197.128.149.176
2025-06-24 19:51:24,omar,UPDATE_MERCHANT,txn,PXXXXXXX,152.181.178.126
2025-05-03 19:45:00,ops_2,LOGIN,merchant,PXXXXXXX,168.157.63.77
2025-08-15 07:46:15,ops_2,ISSUE_REFUND,chargeback,PXXXXXXX,59.83.167.14
2025-05-14 02:15:32,finance_1,CHANGE_ROLE,payout,CB000019,19.120.76.148
2025-07-31 23:38:32,omar,VIEW_TXN,payout,C007664,75.231.4.6
2025-06-25 13:44:21,risk_analyst_1,VIEW_PII,txn,PXXXXXXX,69.143.246.194
2025-07-09 10:54:24,ops_2,CLOSE_CHARGEBACK,customer,T0009962,133.13.120.144
2025-07-04 23:26:49,risk_analyst_1,VIEW_TXN,api_key,M00103,36.212.84.36
2025-06-16 03:54:14,omar,EXPORT_CSV,txn,PXXXXXXX,126.26.105.69
2025-08-02 07:49:05,support_1,VIEW_TXN,merchant,C004397,55.148.15.217
2025-07-08 14:29:00,ops_2,EXPORT_CSV,user,M00108,164.84.108.91
2025-08-26 19:08:41,ops_2,VIEW_TXN,txn,C002062,234.104.166.57
2025-08-26 04:40:09,support_1,LOGIN,txn,PXXXXXXX,218.68.168.227
2025-08-26 03:44:05,support_1,ISSUE_REFUND,txn,CB000007,28.208.104.10
2025-05-17 19:32:01,ops_2,VIEW_PII,chargeback,T0010152,128.186.165.139
2025-06-19 07:28:41,zaid,CLOSE_CHARGEBACK,customer,C001778,71.117.1.231
2025-05-04 08:07:24,omar,VIEW_PII,api_key,T0000555,227.126.152.166
2025-08-24 03:52:17,zaid,VIEW_TXN,txn,PXXXXXXX,45.99.169.117
2025-08-24 16:58:31,ops_1,VIEW_TXN,api_key,T0004372,40.139.188.20
2025-07-19 22:35:50,finance_1,EXPORT_CSV,user,CB000065,59.135.38.132
2025-07-17 01:41:49,zaid,VIEW_TXN,txn,PXXXXXXX,244.155.39.247
2025-05-27 06:34:42,zaid,VIEW_TXN,customer,T0009368,1.167.214.252
2025-05-31 18:49:24,support_1,CREATE_PAYOUT,txn,T0010442,224.148.169.25
2025-05-02 23:46:18,risk_analyst_1,VIEW_TXN,payout,PXXXXXXX,42.143.73.94
2025-05-01 08:02:14,ops_1,ISSUE_REFUND,user,CB000003,18.232.27.202
2025-07-01 16:31:53,ops_2,LOGIN,chargeback,T0003115,19.152.171.76
2025-07-23 20:13:16,support_1,ISSUE_REFUND,txn,PXXXXXXX,72.160.169.120
2025-08-23 19:34:56,ops_1,EXPORT_CSV,chargeback,CB000066,247.193.84.189
2025-05-05 17:19:27,zaid,CHANGE_ROLE,api_key,PXXXXXXX,202.237.8.162
2025-06-03 00:10:08,support_1,CHANGE_ROLE,api_key,PXXXXXXX,85.211.161.69
2025-08-24 20:48:06,hashem,LOGIN,chargeback,CB000051,182.249.104.243
2025-07-20 06:00:03,risk_analyst_1,CLOSE_CHARGEBACK,txn,PXXXXXXX,247.100.217.12
2025-07-10 21:32:09,support_1,LOGIN,payout,C000962,76.207.189.167
2025-06-14 12:49:01,zaid,UPDATE_MERCHANT,customer,T0004736,144.186.33.88
2025-05-18 19:11:04,omar,VIEW_TXN,api_key,M00099,129.213.11.111
2025-05-03 04:56:38,ops_2,UPDATE_MERCHANT,customer,M00072,166.62.190.234
2025-06-07 14:51:33,risk_analyst_1,LOGIN,txn,M00046,181.143.215.35
2025-07-16 21:55:04,ops_2,VIEW_TXN,chargeback,T0008589,159.141.225.214
2025-06-15 05:12:09,finance_1,VIEW_TXN,user,PXXXXXXX,23.67.22.126
2025-06-11 06:15:14,hashem,VIEW_TXN,payout,M00001,5.210.102.14
2025-08-03 14:56:31,omar,VIEW_PII,api_key,C004783,212.210.213.134
2025-07-28 11:35:51,finance_1,ISSUE_REFUND,payout,PXXXXXXX,127.144.228.113
2025-08-09 14:51:10,ops_1,VIEW_TXN,txn,M00115,238.167.148.55
2025-07-31 10:48:38,risk_analyst_1,VIEW_TXN,merchant,T0002286,69.156.9.167
2025-07-27 10:53:47,risk_analyst_1,VIEW_TXN,txn,C002037,140.200.169.133
2025-07-21 15:47:36,ops_2,CREATE_PAYOUT,merchant,CB000026,248.238.196.6
2025-08-02 02:15:47,finance_1,ISSUE_REFUND,merchant,M00006,201.113.108.122
2025-07-13 08:09:52,omar,VIEW_TXN,payout,T0002634,33.37.103.152
2025-06-22 03:57:00,risk_analyst_1,VIEW_TXN,api_key,T0006167,5.245.170.250
2025-07-09 22:55:40,support_1,ISSUE_REFUND,txn,T0010049,1.92.77.70
2025-06-08 09:01:44,omar,LOGIN,api_key,T0007220,245.188.228.69
2025-08-08 22:36:25,omar,LOGIN,merchant,CB000011,153.38.103.153
2025-06-28 02:36:14,zaid,LOGIN,merchant,T0003121,77.138.178.219
2025-06-17 11:30:50,risk_analyst_1,LOGIN,api_key,CB000042,70.88.218.39
2025-05-28 22:27:28,hashem,LOGIN,payout,M00092,87.103.213.57
2025-06-09 03:53:01,finance_1,EXPORT_CSV,api_key,T0006287,187.6.25.129
2025-07-17 09:11:41,finance_1,VIEW_TXN,customer,M00013,206.192.11.221
2025-07-30 02:05:00,risk_analyst_1,VIEW_TXN,user,CB000012,140.143.194.93
2025-08-09 00:21:55,hashem,EXPORT_CSV,customer,T0009549,83.113.103.189
2025-07-18 07:51:15,zaid,EXPORT_CSV,chargeback,C004604,196.241.18.14
2025-08-23 01:05:03,hashem,VIEW_TXN,user,C006125,83.88.87.65
2025-05-07 22:35:34,finance_1,VIEW_TXN,user,T0002482,23.39.39.109
2025-06-05 02:55:22,zaid,CHANGE_ROLE,payout,CB000021,17.220.191.51
2025-05-24 17:36:43,hashem,LOGIN,chargeback,C002907,149.52.146.160
2025-08-13 23:50:52,hashem,LOGIN,customer,PXXXXXXX,75.66.18.138
2025-07-19 23:30:41,finance_1,LOGIN,api_key,C007426,133.172.152.166
2025-05-23 00:31:59,risk_analyst_1,LOGIN,chargeback,M00007,90.29.185.195
2025-06-10 09:26:00,risk_analyst_1,EXPORT_CSV,user,T0008527,131.164.2.177
2025-06-08 15:37:04,finance_1,EXPORT_CSV,merchant,T0003060,213.154.215.46
2025-06-21 04:46:37,risk_analyst_1,LOGIN,user,CB000050,86.123.198.127
2025-06-04 09:39:37,ops_1,UPDATE_MERCHANT,txn,M00069,121.253.187.52
2025-06-28 06:38:19,zaid,EXPORT_CSV,api_key,CB000075,160.89.69.70
2025-06-19 19:09:45,ops_1,VIEW_TXN,customer,C005312,188.242.36.166
2025-06-29 04:58:04,ops_1,VIEW_TXN,chargeback,C003071,83.177.50.96
2025-06-27 03:06:10,omar,CLOSE_CHARGEBACK,user,M00096,142.197.27.185
2025-05-07 22:44:59,omar,VIEW_TXN,api_key,C002078,27.225.42.160
2025-05-02 21:08:24,support_1,LOGIN,merchant,M00103,254.166.181.4
2025-07-07 04:54:47,ops_1,SUBMIT_REPRESENTMENT,api_key,CB000028,33.81.49.213
2025-05-29 13:45:12,support_1,CREATE_PAYOUT,api_key,T0002779,95.181.120.182
2025-08-14 18:14:36,risk_analyst_1,VIEW_TXN,payout,T0008769,86.38.107.124
2025-07-31 23:53:02,omar,ISSUE_REFUND,customer,C004379,218.49.207.164
2025-07-26 17:30:12,ops_2,VIEW_TXN,api_key,T0008492,128.64.128.11
2025-07-16 21:48:20,ops_2,EXPORT_CSV,payout,M00061,249.156.217.13
2025-06-02 00:05:52,ops_2,UPDATE_MERCHANT,chargeback,C002190,35.11.100.112
2025-07-31 03:40:49,risk_analyst_1,VIEW_TXN,api_key,PXXXXXXX,221.195.230.96
2025-07-05 18:13:54,finance_1,VIEW_TXN,user,M00087,98.158.108.223
2025-07-30 12:37:40,risk_analyst_1,VIEW_PII,chargeback,T0006994,41.238.144.58
2025-07-23 02:21:22,ops_1,LOGIN,chargeback,C003596,144.104.237.113
2025-05-27 03:36:51,ops_2,CHANGE_ROLE,payout,T0008770,194.91.111.247
2025-08-26 05:50:59,hashem,VIEW_TXN,customer,C002525,101.94.70.128
2025-06-13 04:15:39,risk_analyst_1,VIEW_TXN,customer,M00069,205.243.170.57
2025-05-13 21:55:14,hashem,CREATE_PAYOUT,api_key,C005306,17.113.192.188
2025-07-10 10:57:27,ops_1,CLOSE_CHARGEBACK,payout,C007708,52.189.63.182
2025-08-02 01:26:27,ops_1,CLOSE_CHARGEBACK,chargeback,M00030,226.125.233.4
2025-08-12 19:16:15,ops_2,EXPORT_CSV,user,T0003667,19.138.98.8
2025-08-25 04:19:26,ops_1,CREATE_PAYOUT,customer,M00083,245.109.53.35
2025-05-09 14:16:40,hashem,EXPORT_CSV,merchant,M00065,118.106.63.184
2025-06-27 13:29:54,ops_1,ISSUE_REFUND,customer,T0007830,81.190.234.60
2025-07-27 19:03:13,ops_1,VIEW_TXN,user,PXXXXXXX,61.31.77.87
2025-08-14 22:05:28,support_1,VIEW_PII,payout,CB000057,233.50.159.99
2025-07-20 05:45:37,support_1,VIEW_TXN,payout,M00017,61.78.60.170
2025-07-10 22:42:09,ops_2,CHANGE_ROLE,user,C005890,132.89.49.194
2025-08-18 19:08:07,risk_analyst_1,VIEW_PII,merchant,CB000067,18.201.134.193
2025-05-07 03:56:23,hashem,ISSUE_REFUND,chargeback,C004343,43.44.21.37
2025-07-06 17:52:33,ops_2,VIEW_TXN,customer,T0001093,196.213.229.18
2025-05-08 09:02:53,omar,CLOSE_CHARGEBACK,customer,T0003363,226.156.170.6
2025-05-19 12:14:03,risk_analyst_1,VIEW_TXN,chargeback,C005545,115.210.155.74
2025-07-27 15:42:02,hashem,SUBMIT_REPRESENTMENT,txn,C001401,24.88.131.84
2025-05-31 14:53:17,risk_analyst_1,SUBMIT_REPRESENTMENT,txn,C002543,55.48.89.87
2025-06-10 18:55:45,support_1,VIEW_PII,txn,M00043,209.214.79.92
2025-08-14 18:16:31,finance_1,VIEW_PII,user,CB000062,113.170.72.223
2025-05-14 17:06:17,finance_1,EXPORT_CSV,merchant,CB000074,179.21.115.136
2025-06-29 22:18:42,omar,CLOSE_CHARGEBACK,user,CB000053,83.153.178.228
2025-05-05 07:51:13,ops_1,CREATE_PAYOUT,merchant,C006440,154.222.216.128
2025-06-05 04:33:18,support_1,VIEW_TXN,txn,M00098,180.237.220.165
2025-07-18 19:24:21,finance_1,VIEW_TXN,payout,CB000026,185.162.113.235
2025-07-26 10:47:24,omar,CLOSE_CHARGEBACK,user,PXXXXXXX,104.194.82.95
2025-07-23 03:24:34,support_1,ISSUE_REFUND,merchant,T0005843,165.93.142.134
2025-05-20 12:12:28,finance_1,ISSUE_REFUND,merchant,C005053,58.250.142.94
2025-07-08 10:07:16,support_1,EXPORT_CSV,api_key,M00107,119.183.119.202
2025-05-11 02:35:16,ops_2,LOGIN,txn,M00038,70.130.247.19
2025-07-20 11:37:19,ops_2,VIEW_TXN,merchant,M00092,197.188.56.233
2025-08-22 04:38:39,support_1,VIEW_TXN,api_key,C003783,228.63.20.183
2025-05-09 00:00:13,risk_analyst_1,VIEW_TXN,chargeback,CB000023,153.242.218.81
2025-07-19 23:00:27,hashem,VIEW_PII,customer,CB000040,165.151.166.67
2025-08-06 19:49:24,risk_analyst_1,UPDATE_MERCHANT,api_key,T0003401,189.26.62.80
2025-07-03 22:17:50,support_1,SUBMIT_REPRESENTMENT,chargeback,CB000073,165.85.219.173
2025-05-03 04:50:36,zaid,EXPORT_CSV,chargeback,CB000035,253.176.78.139
2025-05-01 01:55:31,finance_1,LOGIN,txn,M00088,76.132.90.217
2025-06-29 08:29:22,ops_1,EXPORT_CSV,customer,T0008051,23.14.94.97
2025-05-25 14:39:43,support_1,UPDATE_MERCHANT,chargeback,C001826,230.90.165.96
2025-05-01 16:40:15,omar,CREATE_PAYOUT,api_key,PXXXXXXX,201.196.83.41
2025-06-14 11:33:30,ops_2,VIEW_TXN,user,C003580,17.124.202.165
2025-06-16 04:24:11,ops_1,CREATE_PAYOUT,chargeback,C001975,98.208.130.17
2025-05-17 18:55:52,omar,VIEW_TXN,merchant,T0008959,46.187.189.247
2025-07-21 05:25:06,ops_1,VIEW_TXN,payout,M00022,71.151.221.23
2025-08-16 23:35:14,ops_2,CLOSE_CHARGEBACK,merchant,T0005102,33.44.40.233
2025-07-07 20:47:47,hashem,LOGIN,txn,C003565,112.5.65.102
2025-06-25 01:41:54,finance_1,LOGIN,api_key,PXXXXXXX,201.138.223.76
2025-05-05 04:53:12,omar,VIEW_TXN,merchant,PXXXXXXX,5.64.74.133
2025-05-21 10:44:05,finance_1,VIEW_TXN,chargeback,M00099,207.3.182.3
2025-08-16 14:59:05,risk_analyst_1,VIEW_TXN,merchant,M00117,235.254.145.108
2025-05-30 18:16:28,omar,LOGIN,payout,C003801,177.227.117.17
2025-08-21 03:00:14,zaid,EXPORT_CSV,user,T0003793,61.17.101.123
2025-05-28 06:25:36,ops_2,VIEW_TXN,merchant,PXXXXXXX,168.72.174.172
2025-05-05 08:44:28,hashem,SUBMIT_REPRESENTMENT,chargeback,CB000044,115.37.90.175
2025-08-06 15:47:10,zaid,VIEW_TXN,payout,CB000002,176.173.254.132
2025-05-16 09:38:52,zaid,LOGIN,txn,PXXXXXXX,94.48.246.24
2025-08-13 17:03:08,ops_2,EXPORT_CSV,customer,M00111,238.50.224.224
2025-05-08 07:11:39,hashem,SUBMIT_REPRESENTMENT,api_key,CB000062,135.80.154.198
2025-08-14 13:51:30,risk_analyst_1,CLOSE_CHARGEBACK,api_key,M00015,123.220.40.195
2025-05-10 13:51:41,support_1,CHANGE_ROLE,payout,C000589,96.188.221.97
2025-06-01 02:41:18,ops_1,LOGIN,payout,C003408,171.131.78.188
2025-08-20 05:33:04,zaid,SUBMIT_REPRESENTMENT,merchant,M00093,226.5.207.17
2025-05-30 08:49:55,support_1,CREATE_PAYOUT,merchant,PXXXXXXX,247.188.153.23
2025-05-05 21:00:15,finance_1,CHANGE_ROLE,user,C002488,62.33.110.210
2025-08-04 20:10:04,zaid,CREATE_PAYOUT,user,T0003114,222.179.166.46
2025-07-21 01:28:11,hashem,EXPORT_CSV,payout,C001625,51.122.175.144
2025-06-17 23:20:16,zaid,VIEW_TXN,merchant,M00099,15.151.164.233
2025-08-10 09:28:17,ops_1,SUBMIT_REPRESENTMENT,customer,C005303,223.239.171.226
2025-05-28 00:53:08,zaid,VIEW_TXN,api_key,PXXXXXXX,40.196.32.242
2025-05-25 14:09:48,ops_2,ISSUE_REFUND,txn,T0003855,72.79.42.210
2025-05-31 00:33:49,zaid,VIEW_TXN,customer,M00072,183.113.195.187
2025-05-04 05:28:43,ops_2,CREATE_PAYOUT,user,CB000001,40.85.40.40
2025-07-09 22:04:41,hashem,EXPORT_CSV,txn,T0009892,145.130.21.91
2025-08-11 21:29:47,risk_analyst_1,CREATE_PAYOUT,payout,M00022,81.254.189.7
2025-07-07 01:59:33,finance_1,VIEW_TXN,txn,CB000037,59.167.49.62
2025-07-24 15:13:25,omar,VIEW_PII,chargeback,C004785,27.246.134.91
2025-05-02 06:36:32,zaid,VIEW_TXN,user,C007976,149.5.159.27
2025-06-18 22:30:08,support_1,SUBMIT_REPRESENTMENT,payout,M00063,242.188.151.72
2025-05-06 14:30:04,risk_analyst_1,VIEW_TXN,chargeback,M00080,82.248.117.200
2025-05-15 23:25:40,hashem,VIEW_PII,user,PXXXXXXX,230.74.1.225
2025-08-03 14:26:56,ops_1,LOGIN,customer,CB000068,8.160.26.208
2025-07-02 07:46:36,ops_1,ISSUE_REFUND,api_key,PXXXXXXX,130.142.26.194
2025-06-18 10:21:48,omar,VIEW_TXN,api_key,T0008814,180.91.58.97
2025-07-25 23:40:35,hashem,ISSUE_REFUND,chargeback,PXXXXXXX,147.64.53.62
2025-07-06 04:38:04,ops_1,EXPORT_CSV,user,CB000010,111.233.196.231
2025-07-29 08:20:24,omar,UPDATE_MERCHANT,txn,PXXXXXXX,4.198.236.144
2025-08-17 21:53:44,finance_1,VIEW_TXN,merchant,C004024,118.94.35.103
2025-07-10 08:35:41,finance_1,EXPORT_CSV,user,C007648,62.124.105.110
2025-06-19 02:23:24,ops_1,CREATE_PAYOUT,chargeback,M00044,196.237.98.87
2025-08-27 09:16:58,ops_2,LOGIN,api_key,M00094,174.155.178.76
2025-08-25 18:15:16,ops_2,LOGIN,txn,PXXXXXXX,173.72.214.34
2025-06-26 00:39:35,hashem,VIEW_TXN,user,PXXXXXXX,55.72.127.156
2025-06-17 07:33:32,support_1,VIEW_PII,merchant,C004466,85.72.174.140
2025-06-14 14:32:58,ops_2,EXPORT_CSV,api_key,PXXXXXXX,119.193.91.52
2025-07-13 21:59:35,ops_2,CHANGE_ROLE,txn,C003773,141.73.223.222
2025-05-06 19:16:58,omar,LOGIN,chargeback,M00068,40.118.217.31
2025-07-25 18:30:21,ops_1,CHANGE_ROLE,chargeback,PXXXXXXX,37.78.35.38
2025-06-14 17:14:35,omar,CREATE_PAYOUT,chargeback,PXXXXXXX,129.226.156.239
2025-06-15 14:55:53,risk_analyst_1,UPDATE_MERCHANT,user,PXXXXXXX,58.233.166.168
2025-07-14 20:41:14,omar,LOGIN,user,CB000059,225.49.3.141
2025-05-31 05:52:44,omar,CREATE_PAYOUT,user,C005293,160.252.228.31
2025-06-26 10:57:20,hashem,LOGIN,user,C001654,68.184.44.106
2025-05-06 11:02:46,risk_analyst_1,VIEW_TXN,txn,CB000012,144.82.99.19
2025-07-01 17:32:24,ops_1,VIEW_TXN,customer,C002050,152.20.208.43
2025-05-29 05:44:37,ops_2,VIEW_TXN,chargeback,CB000012,89.156.121.30
2025-05-09 00:39:56,ops_1,SUBMIT_REPRESENTMENT,merchant,M00037,145.179.171.101
2025-06-07 03:15:34,risk_analyst_1,LOGIN,payout,M00110,56.224.165.123
2025-06-13 04:40:19,finance_1,CREATE_PAYOUT,user,CB000064,43.73.31.199
2025-05-13 13:18:19,support_1,CHANGE_ROLE,txn,C000721,34.64.242.244
2025-05-01 00:45:44,hashem,SUBMIT_REPRESENTMENT,api_key,M00116,242.164.54.226
2025-08-16 01:54:07,finance_1,ISSUE_REFUND,txn,M00076,167.164.70.20
2025-05-17 06:27:46,ops_1,CREATE_PAYOUT,api_key,M00101,131.123.197.69
2025-08-26 02:32:45,omar,UPDATE_MERCHANT,user,CB000040,1.252.183.241
2025-05-06 05:27:50,support_1,LOGIN,merchant,T0009802,42.56.4.65
2025-07-11 18:07:24,finance_1,ISSUE_REFUND,merchant,CB000018,115.91.57.215
2025-08-16 11:30:16,hashem,VIEW_TXN,payout,CB000003,195.245.55.36
2025-05-11 02:38:29,ops_1,VIEW_PII,customer,T0003861,239.178.151.214
2025-06-23 20:25:02,risk_analyst_1,SUBMIT_REPRESENTMENT,user,T0001792,16.28.103.198
2025-05-30 17:32:02,ops_2,VIEW_TXN,txn,T0009633,95.99.92.210
2025-08-12 07:45:57,risk_analyst_1,VIEW_TXN,payout,T0010492,61.68.131.73
2025-07-19 02:56:17,omar,CLOSE_CHARGEBACK,customer,C004843,205.106.194.59
2025-05-09 17:34:23,zaid,VIEW_PII,txn,CB000054,41.82.202.149
2025-07-23 00:14:57,hashem,EXPORT_CSV,chargeback,C006506,103.252.25.181
2025-07-19 15:51:03,risk_analyst_1,EXPORT_CSV,txn,CB000023,204.107.86.245
2025-08-19 16:48:43,ops_2,CLOSE_CHARGEBACK,chargeback,M00034,144.29.42.111
2025-06-06 00:29:09,omar,ISSUE_REFUND,txn,CB000070,31.149.208.194
2025-07-30 00:37:05,support_1,ISSUE_REFUND,user,PXXXXXXX,46.236.192.229
